0, 0, Header, 1, 2, 220
1, 0, Start_track
1, 0, Tempo, 500000
1, 0, Time_signature, 4, 2, 24, 8
1, 1, End_track
2, 0, Start_track
2, 0, Program_c, 0, 4
2, 5, Note_on_c, 0, 38, 67
2, 5, Note_on_c, 0, 62, 71
2, 5, Note_on_c, 0, 69, 64
2, 15, Note_on_c, 0, 81, 37
2, 31, Note_on_c, 0, 57, 56
2, 97, Note_on_c, 0, 81, 0
2, 102, Note_on_c, 0, 81, 51
2, 107, Note_on_c, 0, 54, 74
2, 112, Note_on_c, 0, 45, 62
2, 112, Note_on_c, 0, 66, 46
2, 123, Note_on_c, 0, 38, 0
2, 148, Note_on_c, 0, 57, 0
2, 230, Note_on_c, 0, 81, 0
2, 266, Note_on_c, 0, 66, 0
2, 276, Note_on_c, 0, 62, 0
2, 307, Note_on_c, 0, 54, 0
2, 307, Note_on_c, 0, 79, 93
2, 312, Note_on_c, 0, 43, 69
2, 312, Note_on_c, 0, 69, 0
2, 352, Note_on_c, 0, 45, 0
2, 424, Note_on_c, 0, 79, 0
2, 424, Note_on_c, 0, 79, 91
2, 470, Note_on_c, 0, 67, 54
2, 485, Note_on_c, 0, 50, 69
2, 516, Note_on_c, 0, 79, 0
2, 516, Note_on_c, 0, 79, 84
2, 567, Note_on_c, 0, 55, 58
2, 572, Note_on_c, 0, 67, 0
2, 593, Note_on_c, 0, 79, 0
2, 593, Note_on_c, 0, 79, 62
2, 654, Note_on_c, 0, 55, 0
2, 654, Note_on_c, 0, 55, 44
2, 659, Note_on_c, 0, 67, 51
2, 659, Note_on_c, 0, 79, 0
2, 659, Note_on_c, 0, 79, 72
2, 664, Note_on_c, 0, 59, 60
2, 669, Note_on_c, 0, 50, 0
2, 766, Note_on_c, 0, 62, 47
2, 828, Note_on_c, 0, 62, 0
2, 838, Note_on_c, 0, 55, 0
2, 838, Note_on_c, 0, 55, 56
2, 838, Note_on_c, 0, 67, 0
2, 838, Note_on_c, 0, 67, 55
2, 838, Note_on_c, 0, 79, 0
2, 838, Note_on_c, 0, 79, 88
2, 853, Note_on_c, 0, 43, 0
2, 853, Note_on_c, 0, 43, 77
2, 925, Note_on_c, 0, 55, 0
2, 935, Note_on_c, 0, 67, 0
2, 956, Note_on_c, 0, 79, 0
2, 956, Note_on_c, 0, 79, 85
2, 997, Note_on_c, 0, 59, 0
2, 1027, Note_on_c, 0, 78, 81
2, 1027, Note_on_c, 0, 79, 0
2, 1032, Note_on_c, 0, 38, 84
2, 1032, Note_on_c, 0, 43, 0
2, 1032, Note_on_c, 0, 43, 53
2, 1032, Note_on_c, 0, 50, 45
2, 1094, Note_on_c, 0, 66, 50
2, 1165, Note_on_c, 0, 78, 0
2, 1165, Note_on_c, 0, 78, 79
2, 1170, Note_on_c, 0, 43, 0
2, 1186, Note_on_c, 0, 50, 0
2, 1211, Note_on_c, 0, 62, 60
2, 1237, Note_on_c, 0, 66, 0
2, 1237, Note_on_c, 0, 78, 0
2, 1237, Note_on_c, 0, 78, 64
2, 1242, Note_on_c, 0, 66, 69
2, 1283, Note_on_c, 0, 50, 40
2, 1390, Note_on_c, 0, 62, 0
2, 1390, Note_on_c, 0, 62, 65
2, 1395, Note_on_c, 0, 66, 0
2, 1395, Note_on_c, 0, 66, 71
2, 1395, Note_on_c, 0, 78, 0
2, 1395, Note_on_c, 0, 78, 81
2, 1431, Note_on_c, 0, 50, 0
2, 1528, Note_on_c, 0, 57, 42
2, 1533, Note_on_c, 0, 78, 0
2, 1533, Note_on_c, 0, 78, 74
2, 1610, Note_on_c, 0, 78, 0
2, 1610, Note_on_c, 0, 78, 65
2, 1645, Note_on_c, 0, 66, 0
2, 1645, Note_on_c, 0, 66, 63
2, 1702, Note_on_c, 0, 57, 0
2, 1743, Note_on_c, 0, 62, 0
2, 1753, Note_on_c, 0, 78, 0
2, 1758, Note_on_c, 0, 38, 0
2, 1758, Note_on_c, 0, 76, 62
2, 1769, Note_on_c, 0, 45, 68
2, 1840, Note_on_c, 0, 64, 44
2, 1855, Note_on_c, 0, 61, 38
2, 1866, Note_on_c, 0, 66, 0
2, 1871, Note_on_c, 0, 76, 0
2, 1871, Note_on_c, 0, 76, 64
2, 1907, Note_on_c, 0, 64, 0
2, 1917, Note_on_c, 0, 61, 0
2, 1937, Note_on_c, 0, 55, 67
2, 1937, Note_on_c, 0, 74, 66
2, 1937, Note_on_c, 0, 76, 0
2, 1988, Note_on_c, 0, 64, 56
2, 2106, Note_on_c, 0, 74, 0
2, 2106, Note_on_c, 0, 76, 56
2, 2111, Note_on_c, 0, 64, 0
2, 2116, Note_on_c, 0, 64, 67
2, 2121, Note_on_c, 0, 61, 64
2, 2269, Note_on_c, 0, 55, 0
2, 2274, Note_on_c, 0, 64, 0
2, 2279, Note_on_c, 0, 76, 0
2, 2285, Note_on_c, 0, 78, 84
2, 2315, Note_on_c, 0, 45, 0
2, 2315, Note_on_c, 0, 45, 75
2, 2320, Note_on_c, 0, 64, 45
2, 2428, Note_on_c, 0, 78, 0
2, 2428, Note_on_c, 0, 78, 76
2, 2458, Note_on_c, 0, 64, 0
2, 2468, Note_on_c, 0, 61, 0
2, 2489, Note_on_c, 0, 74, 78
2, 2489, Note_on_c, 0, 78, 0
2, 2494, Note_on_c, 0, 69, 52
2, 2499, Note_on_c, 0, 50, 45
2, 2504, Note_on_c, 0, 38, 74
2, 2576, Note_on_c, 0, 45, 0
2, 2581, Note_on_c, 0, 50, 0
2, 2684, Note_on_c, 0, 74, 0
2, 2684, Note_on_c, 0, 74, 70
2, 2689, Note_on_c, 0, 62, 57
2, 2714, Note_on_c, 0, 54, 47
2, 2776, Note_on_c, 0, 62, 0
2, 2781, Note_on_c, 0, 62, 77
2, 2781, Note_on_c, 0, 74, 0
2, 2781, Note_on_c, 0, 74, 49
2, 2791, Note_on_c, 0, 50, 38
2, 2811, Note_on_c, 0, 69, 0
2, 2857, Note_on_c, 0, 62, 0
2, 2857, Note_on_c, 0, 62, 76
2, 2883, Note_on_c, 0, 50, 0
2, 2903, Note_on_c, 0, 57, 47
2, 2908, Note_on_c, 0, 74, 0
2, 3108, Note_on_c, 0, 54, 0
2, 3184, Note_on_c, 0, 57, 0
2, 3225, Note_on_c, 0, 38, 0
2, 3225, Note_on_c, 0, 38, 73
2, 3225, Note_on_c, 0, 69, 45
2, 3230, Note_on_c, 0, 81, 82
2, 3256, Note_on_c, 0, 62, 0
2, 3312, Note_on_c, 0, 81, 0
2, 3312, Note_on_c, 0, 81, 74
2, 3404, Note_on_c, 0, 81, 0
2, 3404, Note_on_c, 0, 81, 55
2, 3409, Note_on_c, 0, 69, 0
2, 3409, Note_on_c, 0, 69, 64
2, 3414, Note_on_c, 0, 54, 67
2, 3475, Note_on_c, 0, 66, 46
2, 3496, Note_on_c, 0, 57, 56
2, 3496, Note_on_c, 0, 69, 0
2, 3496, Note_on_c, 0, 69, 74
2, 3512, Note_on_c, 0, 62, 43
2, 3558, Note_on_c, 0, 57, 0
2, 3563, Note_on_c, 0, 66, 0
2, 3583, Note_on_c, 0, 69, 0
2, 3583, Note_on_c, 0, 69, 70
2, 3588, Note_on_c, 0, 62, 0
2, 3588, Note_on_c, 0, 62, 77
2, 3588, Note_on_c, 0, 81, 0
2, 3588, Note_on_c, 0, 81, 66
2, 3634, Note_on_c, 0, 57, 43
2, 3650, Note_on_c, 0, 54, 0
2, 3675, Note_on_c, 0, 81, 0
2, 3675, Note_on_c, 0, 81, 46
2, 3772, Note_on_c, 0, 69, 0
2, 3772, Note_on_c, 0, 69, 62
2, 3772, Note_on_c, 0, 81, 0
2, 3772, Note_on_c, 0, 81, 68
2, 3777, Note_on_c, 0, 62, 0
2, 3777, Note_on_c, 0, 62, 62
2, 3818, Note_on_c, 0, 57, 0
2, 3844, Note_on_c, 0, 69, 0
2, 3844, Note_on_c, 0, 69, 62
2, 3900, Note_on_c, 0, 62, 0
2, 3941, Note_on_c, 0, 81, 0
2, 3956, Note_on_c, 0, 79, 87
2, 3961, Note_on_c, 0, 38, 0
2, 3961, Note_on_c, 0, 43, 73
2, 3961, Note_on_c, 0, 69, 0
2, 4038, Note_on_c, 0, 67, 45
2, 4069, Note_on_c, 0, 79, 0
2, 4069, Note_on_c, 0, 79, 86
2, 4140, Note_on_c, 0, 67, 0
2, 4145, Note_on_c, 0, 59, 56
2, 4145, Note_on_c, 0, 67, 71
2, 4171, Note_on_c, 0, 79, 0
2, 4171, Note_on_c, 0, 79, 78
2, 4242, Note_on_c, 0, 79, 0
2, 4242, Note_on_c, 0, 79, 50
2, 4314, Note_on_c, 0, 59, 0
2, 4324, Note_on_c, 0, 55, 58
2, 4324, Note_on_c, 0, 67, 0
2, 4324, Note_on_c, 0, 67, 64
2, 4324, Note_on_c, 0, 79, 0
2, 4324, Note_on_c, 0, 79, 81
2, 4442, Note_on_c, 0, 67, 0
2, 4442, Note_on_c, 0, 67, 71
2, 4442, Note_on_c, 0, 79, 0
2, 4442, Note_on_c, 0, 79, 80
2, 4539, Note_on_c, 0, 79, 0
2, 4539, Note_on_c, 0, 79, 68
2, 4590, Note_on_c, 0, 59, 50
2, 4611, Note_on_c, 0, 79, 0
2, 4611, Note_on_c, 0, 79, 74
2, 4692, Note_on_c, 0, 79, 0
2, 4697, Note_on_c, 0, 38, 85
2, 4697, Note_on_c, 0, 67, 0
2, 4703, Note_on_c, 0, 66, 32
2, 4703, Note_on_c, 0, 78, 71
2, 4708, Note_on_c, 0, 55, 0
2, 4713, Note_on_c, 0, 50, 44
2, 4743, Note_on_c, 0, 43, 0
2, 4754, Note_on_c, 0, 59, 0
2, 4764, Note_on_c, 0, 66, 0
2, 4830, Note_on_c, 0, 66, 54
2, 4856, Note_on_c, 0, 50, 0
2, 4861, Note_on_c, 0, 57, 49
2, 4866, Note_on_c, 0, 78, 0
2, 4866, Note_on_c, 0, 79, 83
2, 4871, Note_on_c, 0, 54, 69
2, 4938, Note_on_c, 0, 57, 0
2, 4989, Note_on_c, 0, 79, 0
2, 4989, Note_on_c, 0, 79, 76
2, 5014, Note_on_c, 0, 57, 47
2, 5050, Note_on_c, 0, 62, 54
2, 5050, Note_on_c, 0, 79, 0
2, 5055, Note_on_c, 0, 38, 0
2, 5055, Note_on_c, 0, 38, 76
2, 5055, Note_on_c, 0, 81, 71
2, 5096, Note_on_c, 0, 57, 0
2, 5111, Note_on_c, 0, 54, 0
